developer_id,developer_name
1219,Pentavision Entertainment
1220,XPEC Entertainment Inc.
1221,Behavior Studios
1222,Immersion Software & Graphics
1223,Gameinvest
1224,Vanguard
1225,Koolhaus Games
1226,Idea Factory
1227,KING Art
1228,"Deep Silver, Keen Games"
1229,Microids
1230,Koei/Inis
1231,"Seamless Entertainment, Inc."
1232,Petroglyph
1233,"Joindots, Mastertronic"
1234,Arts Software
1235,Raylight Studios
1236,"Monolith Soft, Namco Bandai Games"
1237,Digital Mayhem
1238,Pronto Games
1239,"RED Entertainment, Compile Heart"
1240,Global A
1241,Clockwork Games
1242,The Behemoth
1243,Hoplite Research
1244,Ivolgamus
1245,Doki Denki
1246,"THQ, AWE Games"
1247,Starsphere Interactive
1248,Other Ocean Interactive
1249,Kadokawa
1250,Milestone
1251,Loose Cannon Studios
1252,B.B.Studio
1253,Scientifically Proven
1254,8Monkey Labs
1255,"Crave, DTP Entertainment"
1256,odenis studio
1257,Realmforge Studios
1258,Freedom Factory Studios
1259,Atomic Motion
1260,Sarbakan Inc.
1261,Black Ship Games
1262,Gravity-I
1263,"Entersphere, Inc."
1264,Infinite Machine
1265,Deadline Games
1266,Silicon Dreams
1267,Aqua Pacific
1268,ProSoft
1269,Isopod Labs
1270,"Activision, Activision Blizzard"
1271,"SCE/WWS, SCE Japan Studio"
1272,"Mastertronic, V5 Play Studio"
1273,"Spark Unlimited, comcept"
1274,"Ambrella, The Pokemon Company"
1275,"Neverland, Idea Factory"
1276,Hit Maker
1277,"Red Tribe, Brash Entertainment"
1278,Metro3D
1279,Blue Omega
1280,Zushi Games Ltd
1281,2K Play
1282,Housemarque
1283,"EA Canada, Exient Entertainment"
1284,"Activision, Traveller's Tales"
1285,O-Games
1286,"Jack of All Games, eV Interactive"
1287,S-Neo
1288,G1M2
1289,"TimeGate Studios, Day 1 Studios"
1290,iRock Interactive
1291,Climax Studios
1292,Little Orbit
1293,Tabot
1294,Indi
1295,ECI
1296,SilverBirch Studios
1297,Valcon Games
1298,Gulti
1299,Tectonic Studios
1300,"EA Canada, Sensory Sweep"
1301,Wide Games
1302,Amedio
1303,NATSUME ATARI Inc.
1304,Digital Leisure Inc.
1305,Noise Factory
1306,Mobile 21
1307,Maximum Family Games
1308,Foundation 9 Entertainment
1309,B-Alive
1310,Icon Games
1311,Kando Games
1312,DTP Entertainment
1313,Telenet
1314,Osaka Studio
1315,Kheops Studio
1316,"Namco Bandai Games, Monkey Bar Games"
1317,UGA
1318,Toka
1319,Egosoft
1320,Mid Carolina Media
1321,Velez & Dubail
1322,"THQ, Independent Arts"
1323,Mekensleep
1324,"Milestone, Milestone S.r.l"
1325,Wicked Studios
1326,Revistronic
1327,MileStone Inc.
1328,Metropolis Software
1329,Anchor Bay Entertainment
1330,"Spike Chunsoft, Chime"
1331,Pinegrow
1332,Ubisoft Barcelona
1333,Roxor Games
1334,Success
1335,Fatshark AB
1336,Runic Games
1337,Neopica
1338,Trine Games
1339,SpiderMonk
1340,Koei Canada
1341,Paradox Development Studio
1342,Direct Action Games
1343,5000ft
1344,Awesome Play Ltd.
1345,"Art Co., Ltd."
1346,StudioBlack Games
1347,exozet
1348,Yoostar Entertainment Group
1349,Vogster
1350,Skonec
1351,ZeptoLab
1352,G-Artists
1353,Idol FX
1354,Goshow
1355,Leviathan Games
1356,Box Clever Interactive
1357,Attractive Games
1358,Sabertooth Games
1359,"Ubisoft, FunHouse"
1360,Enterbrain
1361,Universomo
1362,Global Star Software
1363,"Metanet Software Inc., SilverBirch Studios"
1364,Purple Hills
1365,Interactive Brains
1366,Doublesix
1367,Synetic
1368,Jupiter Multimedia
1369,Epicenter Interactive
1370,Interplay
1371,Monte Cristo Multimedia
1372,Plato
1373,Silver Wish Games
1374,Runtime
1375,Gammick Entertainment
1376,DiP Interactive
1377,Klein Computer Entertainment
1378,"IronNos Co.,Ltd."
1379,DreamRift
1380,Snapdragon
1381,Brainbox Games
1382,Kunos Simulazioni
1383,MBA International
1384,"505 Games, Sarbakan Inc."
1385,Nikitova Games
1386,Extra Mile Studios
1387,Nitro+
1388,"Humongous Entertainment, Mistic Software"
1389,Mystic Software
1390,Sonic Powered
1391,Whitebear
1392,EA Japan Studio
1393,Headfirst Productions
1394,Pendulo Studios
1395,Mikoishi
1396,Conspiracy Entertainment
1397,"10tacle Studios, Fusionsphere Systems"
1398,Arkedo Studio
1399,Farmind Ltd
1400,GSC Game World
1401,Midas Interactive Entertainment
1402,BattleBorne
1403,Valhalla Game Studios
1404,Quicksilver Software
1405,"Treyarch, Infinity Ward"
1406,"Orbital Media, Inc."
1407,"Left Field Productions, Zoo Games"
1408,Anino Entertainment
1409,SingleTrac
1410,"Rebellion, Neversoft Entertainment"
1411,"Dimps Corporation, Dream Execution"
1412,Design Factory
1413,Andamiro U.S.A. Corp.
1414,KnowWonder
1415,Zoonami Ltd.
1416,Aquria
1417,Cave Barn
1418,Radius9
1419,Zig Zag
1420,"Eutechnyx, Deep Silver"
1421,Iron Lore Entertainment
1422,Ninja Studio
1423,Slitherine
1424,Fluid Studios
1425,Codo Games
1426,Red Wagon Games
1427,CI Games
1428,Cowboy Rodeo
1429,Cranberry Production
1430,Playrix Entertainment
1431,LDW
1432,Imagineer
1433,Rising Star Games
1434,1C: Maddox Games
1435,Fresh 3D
1436,Studio Archcraft
1437,"THQ, 1C, 1C Company"
1438,Just For Fun
1439,"Eidos Interactive, Tantalus Interactive"
1440,Neon Studios
1441,Blast! Entertainment Ltd
1442,Navarre Corp
1443,"Buka Entertainment, Targem Games"
1444,Ubisoft Porto Alegre
1445,SmartDog
1446,Iridon Interactive AB
1447,"Next Level Games, Nintendo"
1448,"Taito Corporation, 505 Games"
1449,One Man Band
1450,Carapace
1451,Big John Games
1452,PuzzleKings
1453,Dusenberry Martin Racing
1454,Liquid Dragon Studios
1455,Tigon
1456,Stainless Steel Studios
1457,Braingame
1458,Frame Studios Interactive
1459,Max Five
1460,SouthPeak Games
1461,VSTEP
1462,Flying Tiger Development
1463,Konami Software Shanghai
1464,Bright Future GmbH
1465,Hyper-Devbox
1466,SkyRiver Studios
1467,Avit-Niigata
1468,KUNST-STOFF
1469,Killaware
1470,"Torus Games, Little Orbit"
1471,F84 Games
1472,InterActive Vision Games
1473,SystemSoft
1474,"Targem Games, TopWare Interactive"
1475,G.Rev
1476,Fusionsphere Systems
1477,Opera House
1478,Foreign Media
1479,"Examu, Marvelous Inc."
1480,Gaslamp Games
1481,"Capcom, QLOC"
1482,Ubisoft Osaka
1483,Paprikari
1484,Snap Dragon Games
1485,7Raven Studios
1486,Wicked Witch Software
1487,Ascaron Entertainment GmbH
1488,"Alawar Entertainment, Inc, Alawar Entertainment"
1489,Sabarasa Entertainment
1490,"Atari, Slightly Mad Studios, Atari SA"
1491,Nival Interactive
1492,PopTop Software
1493,Best Way
1494,M4 Limited
1495,Hoget
1496,Delta Factory
1497,Naps Team
1498,XS Games
1499,"Alchemist, Inti Creates"
1500,Avalon Style
1501,Blue 52
1502,Dovetail Games
1503,Nightlight Studios
1504,EnjoyUp Games
1505,Tilted Mill
1506,"Reloaded Productions, Reloaded Games Inc."
1507,NoWay Studio
1508,PQube
1509,System Prisma
1510,CiRCLE
1511,"Volition Inc., CD Projekt Red Studio, CD Projekt, CD Projekt Localisation Centre"
1512,"Frozenbyte, Inc."
1513,InLight Entertainment
1514,Urban Games
1515,2D Boy
1516,"Fusionsphere Systems, Animation Arts"
1517,Gaia (Sony)
1518,Ironclad Games
1519,People Can Fly
1520,Easy Interactive
1521,DreamCatcher Interactive
1522,Enlight Software
1523,Impressions Games
1524,Ravenscourt
1525,Ice-Pick Lodge
1526,BattleGoat Studios
1527,"Viva Media, Viva Media, LLC"
1528,"CyberPlanet Interactive Public Co., Ltd., Maximum Family Games"
1529,LSP
1530,Voxler
1531,Super Empire
1532,"Volition Inc., Reactor Zero"
1533,"Eidos Montreal, Nixxes Software"
1534,Sonnori
1535,Big Fish Games
1536,"1C, Ino-Co, 1C Company"
1537,Magnin & Associates
1538,"Edmund McMillen, Florian Himsl"
1539,Tiwak
1540,Zuxxez
1541,Opus Studio
1542,"Gameinvest, Seed Studios, Lda"
1543,"Introversion, Double Eleven"
1544,Big Time Software
1545,Otomate
1546,Mentor Interactive
1547,Magicpot
1548,Nitro Games
1549,Confounding Factor
1550,Will
1551,Eagle Dynamics
1552,Black Sea Studios
1553,Headup Games
1554,"Engine Software, Re-Logic"
1555,"PM Studios Inc., Pentavision Entertainment"
1556,zSlide
1557,Tragnarion Studios
1558,"Big Blue Bubble Inc., Breakthrough New Media"
1559,Prograph
1560,Celeris
1561,NEC Interchannel
1562,"Vicious Cycle, Little Orbit"
1563,Panther Software
1564,"Number None Inc., Knockout Games"
1565,Team6 Game Studios
1566,Targem Games
1567,Still Alive Studios
1568,Twelve Games
1569,"Machineworks Northwest, WXP"
1570,Headlock
1571,"Activision, Behaviour Interactive"
1572,Arrowhead Game Studios
1573,Mastertronic
1574,Sandlot Games
1575,EC Interactive Games
1576,"Frontier Developments, Various"
1577,Crea-Tech
1578,Glyphic Entertainment
1579,Cyber Planet
1580,ZigZagIsland
1581,Paradox Interactive
1582,"Neon Studios, Kaiko"
1583,Gameness Art Software
1584,Dracue
1585,Mindware Studios
1586,EA Mythic
1587,"Atomic Planet Entertainment, Mud Duck Productions"
1588,Minds-Eye Productions
1589,SEK Ost
1590,Autumn Moon
1591,The Tangentlemen
1592,Multimedia Intelligence Transfer
1593,Rainbow S.p.A.
1594,Cryptic Studios
1595,"Edge Entertainment, Anima Project"
1596,FAKT Software
1597,"1C, 1C Company"
1598,Boxed Dream
1599,Lead Pursuit
1600,"Punchline, Shirogumi"
1601,"The Digital Lounge, Dino Dini"
1602,Beluga Computer
1603,Kat Games
1604,Strawdog Studios
1605,InterServ International
1606,Trendy Entertainment
1607,"United Coders, Wizardry Engineering"
1608,Melesta
1609,Alternative Software
1610,"Mediascape, CUBETYPE"
1611,JoWooD Entertainment AG
1612,Master Creating
1613,Small Rockets
1614,Mana Comp. Soft.
1615,Phenomedia
1616,Touchdown Entertainment
1617,Turbine Inc.
1618,Playstos Entertainment
1619,Enigma Software Productions
1620,Nvizzio Creations
1621,"Unigine Corp, Russia"
1622,Flagship Studios
1623,ApolloSoft
1624,Ancient
1625,Zoo Digital Publishing
1626,"UFO Interactive, CyberPlanet Interactive Public Co., Ltd."
1627,Infogrames Sheffield
1628,1C:Ino-Co
1629,"Headup Games, Crenetic Studios"
1630,Tose Software
1631,Pterodon
1632,Strangelite
1633,Deep Red
1634,PAWS
1635,White Birds Productions
1636,Agetec
1637,Farsight Technologies
1638,Tranji
1639,Planet Interactive
1640,"Vicious Cycle, Infinite Interactive"
1641,"Telegames, Inc."
1642,"Sanuk Software Co., Ltd., Sanuk Games"
1643,GameCo
1644,Oberon Media
1645,Virtual Play Inc.
1646,"Yuke's, Yuke's Company of America"
1647,Funbox Media
1648,Babylon Software
1649,Metia Interactive
1650,Flying Lab Software
1651,Vanpool
1652,Squashy Software
1653,Hokus Pokus
1654,oeFun
1655,Tate Interactive
1656,ChaYoWo Games
1657,Boomzap
1658,Logris Games
1659,Ino-Co
1660,Red 5 Software
1661,"CyberPlanet Interactive Public Co., Ltd."
1662,Elixir Studios
1663,The Odd Gentlemen
1664,Compulsion Games
1665,"Camouflaj, LLC"
1666,777 Studios
1667,Subterranean Games
1668,"Interworks Unlimited, Inc."
1669,Black Bean Games
1670,"DMA Design, Rockstar North"
1671,King of the Jungle
1672,"Spidersoft, Spiders"
1673,"1C, Various, 1C Company"
1674,"Tecmo, Graphic Research"
1675,TML-Studios
1676,"Battlefront.com, 1C, 1C Company"
1677,Blue Tea Games
1678,EA Phenomic
1679,Empty Clip Studios
1680,Next Wave Team
1681,Triple Eh? Ltd
1682,TDK Mediactive
1683,Headgate
1684,dtp Young Entertainment AG
1685,Coffee Stain Studios
1686,Societe Pollene
1687,Boston Animation
1688,React Games
1689,"Bigben Interactive, Red Wagon Games"
1690,Papyrus
1691,Inferno Games
1692,Katauri Interactive
1693,"High Moon Studios, Mercenary Technologies"
1694,"Infinite Dreams, Paragon 5"
1695,Big Red Software
1696,Atomic Games
1697,Interchannel-Holon
